ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant,resp_bytes_est,resp_bytes_src,resp_bytes_n,slack_const_s1,slack_const_s2,slack_const_s3,chosen_site_const,slack_bytesonly_s1,slack_bytesonly_s2,slack_bytesonly_s3,chosen_site_bytesonly,slack_fconly_s1,slack_fconly_s2,slack_fconly_s3,chosen_site_fconly,obs_update_ms,backlog_bytes,feasible_set,subset_cluster,feasible_set_const,feasible_set_bytesonly,feasible_set_fconly,unit_rate_rps,l_eff_s1,l_eff_s2,l_eff_s3,cap_ok_s1,cap_ok_s2,cap_ok_s3,blocked_by,cap_blocked_sites
1786352006.244,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.1,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786352006.244,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.1,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786352006.244,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.1,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786352006.244,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.1,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786352007.248,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,94,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,5.024,0,S3,site_s3,S3,S3,S3,23.5,0.0,0.0,6.5,1,1,1,,
1786352007.248,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,147,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,5.024,0,S3,site_s3,S3,S3,S3,37.0,0.0,0.0,43.5,1,1,1,,
1786352007.248,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,193,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,5.024,0,S3,site_s3,S3,S3,S3,47.5,0.0,0.0,52.0,1,1,1,,
1786352007.248,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,94,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,5.024,0,S3,site_s3,S3,S3,S3,23.5,0.0,0.0,58.5,1,1,1,,
1786352007.248,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,147,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,5.024,0,S3,site_s3,S3,S3,S3,36.5,0.0,0.0,95.0,1,1,1,,
1786352007.248,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,193,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,5.024,0,S3,site_s3,S3,S3,S3,49.0,0.0,0.0,103.7,1,1,1,,
1786352008.256,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,414,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,12.42,0,S3,site_s3,S3,S3,S3,103.5,0.0,0.0,28.8,1,1,1,,
1786352008.256,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,618,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,12.42,0,S3,site_s3,S3,S3,S3,154.5,0.0,0.0,183.3,1,1,1,,
1786352008.256,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,820,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,12.42,0,S3,site_s3,S3,S3,S3,205.0,0.0,0.0,219.8,1,1,1,,
1786352008.256,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,414,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,12.42,0,S3,site_s3,S3,S3,S3,103.5,0.0,0.0,248.5,1,1,1,,
1786352008.256,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,618,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,12.42,0,S3,site_s3,S3,S3,S3,154.5,0.0,0.0,403.0,1,1,1,,
1786352008.256,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,820,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,12.42,0,S3,site_s3,S3,S3,S3,205.0,0.0,0.0,439.5,1,1,1,,
1786352009.257,c1,reserve,,0.0,26.34,13.67,2.34,S3,0,,0,36.0,obs,615,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.34,S3,13.614,0,S3,site_s3,S3,S3,S3,154.0,0.0,0.0,42.8,1,1,1,,
1786352009.257,c1,search,,0.0,31.1,20.71,7.49,S3,0,,0,4474.0,obs,925,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,7.49,S3,13.614,0,S3,site_s3,S3,S3,S3,231.5,0.0,0.0,274.3,1,1,1,,
1786352009.257,c1,recommend,,0.0,26.76,14.03,2.72,S3,0,,0,200.0,obs,1226,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.72,S3,13.614,0,S3,site_s3,S3,S3,S3,306.5,0.0,0.0,328.9,1,1,1,,
1786352009.257,c2,reserve,,0.0,26.34,13.67,2.34,S3,0,,0,36.0,obs,615,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.34,S3,13.614,0,S3,site_s3,S3,S3,S3,153.5,0.0,0.0,371.5,1,1,1,,
1786352009.257,c2,search,,0.0,31.1,20.71,7.49,S3,0,,0,4474.0,obs,925,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,7.49,S3,13.614,0,S3,site_s3,S3,S3,S3,231.0,0.0,0.0,602.5,1,1,1,,
1786352009.257,c2,recommend,,0.0,26.76,14.03,2.72,S3,0,,0,200.0,obs,1226,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.72,S3,13.614,0,S3,site_s3,S3,S3,S3,306.5,0.0,0.0,657.1,1,1,1,,
1786352010.257,c1,reserve,,0.0,26.34,13.67,2.64,S3,0,,0,36.0,obs,614,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.64,S3,13.551,0,S3,site_s3,S3,S3,S3,153.5,0.0,0.0,42.7,1,1,1,,
1786352010.257,c1,search,,0.0,31.1,20.71,8.34,S3,0,,0,4474.0,obs,918,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,8.34,S3,13.551,0,S3,site_s3,S3,S3,S3,229.5,0.0,0.0,272.2,1,1,1,,
1786352010.257,c1,recommend,,0.0,26.76,14.03,2.75,S3,0,,0,200.0,obs,1228,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.75,S3,13.551,0,S3,site_s3,S3,S3,S3,307.0,0.0,0.0,326.8,1,1,1,,
1786352010.257,c2,reserve,,0.0,26.34,13.67,2.64,S3,0,,0,36.0,obs,614,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.64,S3,13.551,0,S3,site_s3,S3,S3,S3,153.5,0.0,0.0,369.5,1,1,1,,
1786352010.257,c2,search,,0.0,31.1,20.71,8.34,S3,0,,0,4474.0,obs,918,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,8.34,S3,13.551,0,S3,site_s3,S3,S3,S3,229.5,0.0,0.0,599.0,1,1,1,,
1786352010.257,c2,recommend,,0.0,26.76,14.03,2.75,S3,0,,0,200.0,obs,1228,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.75,S3,13.551,0,S3,site_s3,S3,S3,S3,307.0,0.0,0.0,653.6,1,1,1,,
1786352011.256,c1,reserve,,0.0,26.34,13.67,2.66,S3,0,,0,36.0,obs,592,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.66,S3,11.905,0,S3,site_s3,S3,S3,S3,148.0,0.0,0.0,41.1,1,1,1,,
1786352011.256,c1,search,,0.0,31.1,20.71,8.5,S3,0,,0,4474.0,obs,882,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,8.5,S3,11.905,0,S3,site_s3,S3,S3,S3,220.5,0.0,0.0,261.6,1,1,1,,
1786352011.256,c1,recommend,,0.0,26.76,14.03,2.91,S3,0,,0,200.0,obs,1177,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.91,S3,11.905,0,S3,site_s3,S3,S3,S3,294.5,0.0,0.0,314.1,1,1,1,,
1786352011.256,c2,reserve,,0.0,26.34,13.67,2.66,S3,0,,0,36.0,obs,592,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.66,S3,11.905,0,S3,site_s3,S3,S3,S3,148.0,0.0,0.0,355.2,1,1,1,,
1786352011.256,c2,search,,0.0,31.1,20.71,8.5,S3,0,,0,4474.0,obs,882,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,8.5,S3,11.905,0,S3,site_s3,S3,S3,S3,220.5,0.0,0.0,575.7,1,1,1,,
1786352011.256,c2,recommend,,0.0,26.76,14.03,2.91,S3,0,,0,200.0,obs,1177,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.91,S3,11.905,0,S3,site_s3,S3,S3,S3,294.0,0.0,0.0,628.0,1,1,1,,
1786352012.257,c1,reserve,,0.0,26.34,13.67,2.49,S3,0,,0,36.0,obs,580,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.49,S3,13.548,0,S3,site_s3,S3,S3,S3,145.0,0.0,0.0,40.3,1,1,1,,
1786352012.257,c1,search,,0.0,31.1,20.71,7.97,S3,0,,0,4474.0,obs,876,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,7.97,S3,13.548,0,S3,site_s3,S3,S3,S3,219.0,0.0,0.0,259.3,1,1,1,,
1786352012.257,c1,recommend,,0.0,26.76,14.03,2.68,S3,0,,0,200.0,obs,1170,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.68,S3,13.548,0,S3,site_s3,S3,S3,S3,292.5,0.0,0.0,311.4,1,1,1,,
1786352012.257,c2,reserve,,0.0,26.34,13.67,2.49,S3,0,,0,36.0,obs,580,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.49,S3,13.548,0,S3,site_s3,S3,S3,S3,145.0,0.0,0.0,351.7,1,1,1,,
1786352012.257,c2,search,,0.0,31.1,20.71,7.97,S3,0,,0,4474.0,obs,876,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,7.97,S3,13.548,0,S3,site_s3,S3,S3,S3,219.0,0.0,0.0,570.7,1,1,1,,
1786352012.257,c2,recommend,,0.0,26.76,14.03,2.68,S3,0,,0,200.0,obs,1170,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.68,S3,13.548,0,S3,site_s3,S3,S3,S3,292.5,0.0,0.0,622.8,1,1,1,,
1786352013.257,c1,reserve,,0.0,26.34,13.67,2.69,S3,0,,0,36.0,obs,584,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.69,S3,12.832,0,S3,site_s3,S3,S3,S3,146.0,0.0,0.0,40.6,1,1,1,,
1786352013.257,c1,search,,0.0,31.1,20.71,8.4,S3,0,,0,4474.0,obs,874,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,8.4,S3,12.832,0,S3,site_s3,S3,S3,S3,218.5,0.0,0.0,259.1,1,1,1,,
1786352013.257,c1,recommend,,0.0,26.76,14.03,2.72,S3,0,,0,200.0,obs,1166,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.72,S3,12.832,0,S3,site_s3,S3,S3,S3,291.5,0.0,0.0,311.0,1,1,1,,
1786352013.257,c2,reserve,,0.0,26.34,13.67,2.69,S3,0,,0,36.0,obs,584,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.69,S3,12.832,0,S3,site_s3,S3,S3,S3,146.0,0.0,0.0,351.6,1,1,1,,
1786352013.257,c2,search,,0.0,31.1,20.71,8.4,S3,0,,0,4474.0,obs,874,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,8.4,S3,12.832,0,S3,site_s3,S3,S3,S3,218.5,0.0,0.0,570.1,1,1,1,,
1786352013.257,c2,recommend,,0.0,26.76,14.03,2.72,S3,0,,0,200.0,obs,1166,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.72,S3,12.832,0,S3,site_s3,S3,S3,S3,291.5,0.0,0.0,622.0,1,1,1,,
1786352014.257,c1,reserve,,0.0,26.34,13.67,2.55,S3,0,,0,36.0,obs,578,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.55,S3,12.795,0,S3,site_s3,S3,S3,S3,144.5,0.0,0.0,40.2,1,1,1,,
1786352014.257,c1,search,,0.0,31.1,20.71,8.51,S3,0,,0,4474.0,obs,878,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,8.51,S3,12.795,0,S3,site_s3,S3,S3,S3,219.5,0.0,0.0,259.7,1,1,1,,
1786352014.257,c1,recommend,,0.0,26.76,14.03,2.77,S3,0,,0,200.0,obs,1168,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.77,S3,12.795,0,S3,site_s3,S3,S3,S3,292.0,0.0,0.0,311.6,1,1,1,,
1786352014.257,c2,reserve,,0.0,26.34,13.67,2.55,S3,0,,0,36.0,obs,578,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.55,S3,12.795,0,S3,site_s3,S3,S3,S3,144.5,0.0,0.0,351.8,1,1,1,,
1786352014.257,c2,search,,0.0,31.1,20.71,8.51,S3,0,,0,4474.0,obs,878,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,8.51,S3,12.795,0,S3,site_s3,S3,S3,S3,219.5,0.0,0.0,571.3,1,1,1,,
1786352014.257,c2,recommend,,0.0,26.76,14.03,2.77,S3,0,,0,200.0,obs,1168,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.77,S3,12.795,0,S3,site_s3,S3,S3,S3,292.0,0.0,0.0,623.3,1,1,1,,
1786352015.257,c1,reserve,,0.0,26.34,13.67,2.55,S3,0,,0,36.0,obs,584,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.55,S3,12.812,0,S3,site_s3,S3,S3,S3,146.0,0.0,0.0,40.6,1,1,1,,
1786352015.257,c1,search,,0.0,31.1,20.71,8.18,S3,0,,0,4474.0,obs,873,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,8.18,S3,12.812,0,S3,site_s3,S3,S3,S3,218.0,0.0,0.0,258.6,1,1,1,,
1786352015.257,c1,recommend,,0.0,26.76,14.03,2.75,S3,0,,0,200.0,obs,1170,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.75,S3,12.812,0,S3,site_s3,S3,S3,S3,292.5,0.0,0.0,310.7,1,1,1,,
1786352015.257,c2,reserve,,0.0,26.34,13.67,2.55,S3,0,,0,36.0,obs,584,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.55,S3,12.812,0,S3,site_s3,S3,S3,S3,146.0,0.0,0.0,351.2,1,1,1,,
1786352015.257,c2,search,,0.0,31.1,20.71,8.18,S3,0,,0,4474.0,obs,873,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,8.18,S3,12.812,0,S3,site_s3,S3,S3,S3,218.5,0.0,0.0,569.7,1,1,1,,
1786352015.257,c2,recommend,,0.0,26.76,14.03,2.75,S3,0,,0,200.0,obs,1170,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.75,S3,12.812,0,S3,site_s3,S3,S3,S3,292.5,0.0,0.0,621.8,1,1,1,,
1786352016.258,c1,reserve,,0.0,26.34,13.67,2.58,S3,0,,0,36.0,obs,588,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.58,S3,13.757,0,S3,site_s3,S3,S3,S3,147.0,0.0,0.0,40.9,1,1,1,,
1786352016.258,c1,search,,0.0,31.1,20.71,8.16,S3,0,,0,4474.0,obs,876,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,8.16,S3,13.757,0,S3,site_s3,S3,S3,S3,219.0,0.0,0.0,259.9,1,1,1,,
1786352016.258,c1,recommend,,0.0,26.76,14.03,2.8,S3,0,,0,200.0,obs,1164,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.8,S3,13.757,0,S3,site_s3,S3,S3,S3,291.0,0.0,0.0,311.7,1,1,1,,
1786352016.258,c2,reserve,,0.0,26.34,13.67,2.58,S3,0,,0,36.0,obs,588,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.58,S3,13.757,0,S3,site_s3,S3,S3,S3,147.0,0.0,0.0,352.5,1,1,1,,
1786352016.258,c2,search,,0.0,31.1,20.71,8.16,S3,0,,0,4474.0,obs,876,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,8.16,S3,13.757,0,S3,site_s3,S3,S3,S3,219.0,0.0,0.0,571.5,1,1,1,,
1786352016.258,c2,recommend,,0.0,26.76,14.03,2.8,S3,0,,0,200.0,obs,1164,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.8,S3,13.757,0,S3,site_s3,S3,S3,S3,291.0,0.0,0.0,623.3,1,1,1,,
1786352017.257,c1,reserve,,0.0,26.34,13.67,2.4,S3,0,,0,36.0,obs,582,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.4,S3,12.81,0,S3,site_s3,S3,S3,S3,145.5,0.0,0.0,40.4,1,1,1,,
1786352017.257,c1,search,,0.0,31.1,20.71,7.79,S3,0,,0,4474.0,obs,874,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,7.79,S3,12.81,0,S3,site_s3,S3,S3,S3,218.5,0.0,0.0,258.9,1,1,1,,
1786352017.257,c1,recommend,,0.0,26.76,14.03,2.73,S3,0,,0,200.0,obs,1170,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.73,S3,12.81,0,S3,site_s3,S3,S3,S3,292.5,0.0,0.0,311.0,1,1,1,,
1786352017.257,c2,reserve,,0.0,26.34,13.67,2.4,S3,0,,0,36.0,obs,582,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.4,S3,12.81,0,S3,site_s3,S3,S3,S3,145.5,0.0,0.0,351.5,1,1,1,,
1786352017.257,c2,search,,0.0,31.1,20.71,7.79,S3,0,,0,4474.0,obs,874,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,7.79,S3,12.81,0,S3,site_s3,S3,S3,S3,218.5,0.0,0.0,570.0,1,1,1,,
1786352017.257,c2,recommend,,0.0,26.76,14.03,2.73,S3,0,,0,200.0,obs,1170,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.73,S3,12.81,0,S3,site_s3,S3,S3,S3,292.5,0.0,0.0,622.0,1,1,1,,
1786352018.256,c1,reserve,,0.0,26.34,13.67,2.27,S3,0,,0,36.0,obs,588,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.27,S3,12.935,0,S3,site_s3,S3,S3,S3,147.0,0.0,0.0,40.9,1,1,1,,
1786352018.256,c1,search,,0.0,31.1,20.71,7.37,S3,0,,0,4474.0,obs,874,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,7.37,S3,12.935,0,S3,site_s3,S3,S3,S3,218.5,0.0,0.0,259.4,1,1,1,,
1786352018.256,c1,recommend,,0.0,26.76,14.03,2.55,S3,0,,0,200.0,obs,1170,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.55,S3,12.935,0,S3,site_s3,S3,S3,S3,292.5,0.0,0.0,311.4,1,1,1,,
1786352018.256,c2,reserve,,0.0,26.34,13.67,2.27,S3,0,,0,36.0,obs,588,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,2.27,S3,12.935,0,S3,site_s3,S3,S3,S3,147.0,0.0,0.0,352.3,1,1,1,,
