ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant,resp_bytes_est,resp_bytes_src,resp_bytes_n,slack_const_s1,slack_const_s2,slack_const_s3,chosen_site_const,slack_bytesonly_s1,slack_bytesonly_s2,slack_bytesonly_s3,chosen_site_bytesonly,slack_fconly_s1,slack_fconly_s2,slack_fconly_s3,chosen_site_fconly,obs_update_ms,backlog_bytes,feasible_set,subset_cluster,feasible_set_const,feasible_set_bytesonly,feasible_set_fconly,unit_rate_rps,l_eff_s1,l_eff_s2,l_eff_s3,cap_ok_s1,cap_ok_s2,cap_ok_s3,blocked_by,cap_blocked_sites
1786354107.848,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.1,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786354107.848,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.1,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786354108.848,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.098,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786354108.848,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.098,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786354108.848,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.098,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786354108.848,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.098,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786354108.848,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.098,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786354108.848,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.098,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786354109.848,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.099,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786354109.848,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.099,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786354109.848,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.099,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786354109.848,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.099,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786354109.848,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.099,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786354109.848,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.099,0,S3,site_s3,S3,S3,S3,0.0,0.0,0.0,0.0,1,1,1,,
1786354110.853,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,58,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,5.048,0,S3,site_s3,S3,S3,S3,14.5,0.0,0.0,4.0,1,1,1,,
1786354110.853,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,95,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,5.048,0,S3,site_s3,S3,S3,S3,23.5,0.0,0.0,27.5,1,1,1,,
1786354110.853,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,135,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,5.048,0,S3,site_s3,S3,S3,S3,33.5,0.0,0.0,33.5,1,1,1,,
1786354110.853,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,58,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,5.048,0,S3,site_s3,S3,S3,S3,14.5,0.0,0.0,37.5,1,1,1,,
1786354110.853,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,95,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,5.048,0,S3,site_s3,S3,S3,S3,24.0,0.0,0.0,61.5,1,1,1,,
1786354110.853,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,135,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,5.048,0,S3,site_s3,S3,S3,S3,34.0,0.0,0.0,67.6,1,1,1,,
1786354111.864,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,394,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,16.326,0,S3,site_s3,S3,S3,S3,98.5,0.0,0.0,27.4,1,1,1,,
1786354111.864,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,608,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,16.326,0,S3,site_s3,S3,S3,S3,152.0,0.0,0.0,179.4,1,1,1,,
1786354111.864,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,810,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,16.326,0,S3,site_s3,S3,S3,S3,201.5,0.0,0.0,215.2,1,1,1,,
1786354111.864,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,394,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,16.326,0,S3,site_s3,S3,S3,S3,98.5,0.0,0.0,242.6,1,1,1,,
1786354111.864,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,608,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,16.326,0,S3,site_s3,S3,S3,S3,152.0,0.0,0.0,394.6,1,1,1,,
1786354111.864,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,810,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,16.326,0,S3,site_s3,S3,S3,S3,203.5,0.0,0.0,430.9,1,1,1,,
1786354112.863,c1,reserve,,0.0,26.34,13.67,-3.02,S2,1,0.82,0,36.0,obs,651,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,-3.02,S2,15.422,0,S2,site_s2,S3,S3,S2,162.0,0.0,45.0,0.0,1,1,1,,
1786354112.863,c1,search,,0.0,31.1,20.71,-3.8,S2,1,0.57,0,4474.0,obs,971,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,-3.8,S2,15.422,0,S2,site_s2,S3,S3,S2,241.5,0.0,286.5,0.0,1,1,1,,
1786354112.863,c1,recommend,,0.0,26.76,14.03,0.0,S3,0,,0,200.0,obs,1280,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,0.0,S3,15.422,0,S3,site_s3,S3,S3,S3,319.5,0.0,286.5,56.9,1,1,1,,
1786354112.863,c2,reserve,,0.0,26.34,13.67,-3.02,S2,1,0.62,0,36.0,obs,651,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,-3.02,S2,15.422,0,S2,site_s2,S3,S3,S2,163.5,0.0,332.0,56.9,1,1,1,,
1786354112.863,c2,search,,0.0,31.1,20.71,-3.8,S1,1,0.55,0,4474.0,obs,971,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,-3.8,S2,15.422,0,S1,site_s1,S3,S3,S2,244.0,244.0,332.0,56.9,1,1,1,capacity,S2
1786354112.863,c2,recommend,,0.0,26.76,14.03,0.0,S3,0,,0,200.0,obs,1280,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,0.0,S3,15.422,0,S3,site_s3,S3,S3,S3,320.5,244.0,332.0,113.9,1,1,1,,
1786354113.863,c1,reserve,,0.0,26.34,13.67,3.65,S3,1,0.85,0,36.0,obs,611,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,15.939,0,S3,site_s3,S3,S3,S3,152.5,0.0,0.0,42.4,1,1,1,,
1786354113.863,c1,search,,0.0,31.1,20.71,10.98,S3,1,0.68,0,4512.01,obs,927,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,15.939,0,S3,site_s3,S3,S3,S3,231.0,0.0,0.0,273.4,1,1,1,,
1786354113.863,c1,recommend,,0.0,26.76,14.03,2.47,S3,0,,0,200.0,obs,1226,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.47,S3,15.939,0,S3,site_s3,S3,S3,S3,306.0,0.0,0.0,327.9,1,1,1,,
1786354113.863,c2,reserve,,0.0,26.34,13.67,3.65,S3,1,0.57,0,36.0,obs,611,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,15.939,0,S3,site_s3,S3,S3,S3,153.0,0.0,0.0,370.4,1,1,1,,
1786354113.863,c2,search,,0.0,31.1,20.71,10.98,S3,1,0.56,0,4512.01,obs,927,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,15.939,0,S3,site_s3,S3,S3,S3,232.5,0.0,0.0,602.9,1,1,1,,
1786354113.863,c2,recommend,,0.0,26.76,14.03,2.47,S3,0,,0,200.0,obs,1226,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.47,S3,15.939,0,S3,site_s3,S3,S3,S3,307.0,0.0,0.0,657.5,1,1,1,,
1786354114.863,c1,reserve,,0.0,26.34,13.67,1.91,S3,0,,0,36.0,obs,611,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.91,S3,15.226,0,S3,site_s3,S3,S3,S3,152.5,0.0,0.0,42.4,1,1,1,,
1786354114.863,c1,search,,0.0,31.1,20.71,7.1,S3,0,,0,4514.19,obs,916,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,7.1,S3,15.226,0,S3,site_s3,S3,S3,S3,228.5,0.0,0.0,270.9,1,1,1,,
1786354114.863,c1,recommend,,0.0,26.76,14.03,3.05,S3,0,,0,200.0,obs,1215,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.05,S3,15.226,0,S3,site_s3,S3,S3,S3,304.0,0.0,0.0,325.0,1,1,1,,
1786354114.863,c2,reserve,,0.0,26.34,13.67,1.91,S3,0,,0,36.0,obs,611,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.91,S3,15.226,0,S3,site_s3,S3,S3,S3,153.0,0.0,0.0,367.5,1,1,1,,
1786354114.863,c2,search,,0.0,31.1,20.71,7.1,S3,0,,0,4514.19,obs,916,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,7.1,S3,15.226,0,S3,site_s3,S3,S3,S3,229.0,0.0,0.0,596.5,1,1,1,,
1786354114.863,c2,recommend,,0.0,26.76,14.03,3.05,S3,0,,0,200.0,obs,1215,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.05,S3,15.226,0,S3,site_s3,S3,S3,S3,303.5,0.0,0.0,650.6,1,1,1,,
1786354115.862,c1,reserve,,0.0,26.34,13.67,1.93,S3,0,,0,36.0,obs,607,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.93,S3,15.239,0,S3,site_s3,S3,S3,S3,151.5,0.0,0.0,42.1,1,1,1,,
1786354115.862,c1,search,,0.0,31.1,20.71,6.9,S3,0,,0,4474.69,obs,915,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,6.9,S3,15.239,0,S3,site_s3,S3,S3,S3,228.5,0.0,0.0,270.6,1,1,1,,
1786354115.862,c1,recommend,,0.0,26.76,14.03,2.57,S3,0,,0,200.0,obs,1223,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.57,S3,15.239,0,S3,site_s3,S3,S3,S3,306.0,0.0,0.0,325.1,1,1,1,,
1786354115.862,c2,reserve,,0.0,26.34,13.67,1.93,S3,0,,0,36.0,obs,607,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.93,S3,15.239,0,S3,site_s3,S3,S3,S3,152.0,0.0,0.0,367.3,1,1,1,,
1786354115.862,c2,search,,0.0,31.1,20.71,6.9,S3,0,,0,4474.69,obs,915,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,6.9,S3,15.239,0,S3,site_s3,S3,S3,S3,228.0,0.0,0.0,595.3,1,1,1,,
1786354115.862,c2,recommend,,0.0,26.76,14.03,2.57,S3,0,,0,200.0,obs,1223,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.57,S3,15.239,0,S3,site_s3,S3,S3,S3,305.5,0.0,0.0,649.7,1,1,1,,
1786354116.863,c1,reserve,,0.0,26.34,13.67,1.65,S3,0,,0,36.0,obs,613,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.65,S3,15.671,0,S3,site_s3,S3,S3,S3,153.0,0.0,0.0,42.5,1,1,1,,
1786354116.863,c1,search,,0.0,31.1,20.71,6.47,S3,0,,0,4474.0,obs,912,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,6.47,S3,15.671,0,S3,site_s3,S3,S3,S3,228.0,0.0,0.0,270.5,1,1,1,,
1786354116.863,c1,recommend,,0.0,26.76,14.03,2.38,S3,0,,0,200.0,obs,1217,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.38,S3,15.671,0,S3,site_s3,S3,S3,S3,304.5,0.0,0.0,324.7,1,1,1,,
1786354116.863,c2,reserve,,0.0,26.34,13.67,1.65,S3,0,,0,36.0,obs,613,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.65,S3,15.671,0,S3,site_s3,S3,S3,S3,153.5,0.0,0.0,367.4,1,1,1,,
1786354116.863,c2,search,,0.0,31.1,20.71,6.47,S3,0,,0,4474.0,obs,912,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,6.47,S3,15.671,0,S3,site_s3,S3,S3,S3,228.0,0.0,0.0,595.4,1,1,1,,
1786354116.863,c2,recommend,,0.0,26.76,14.03,2.38,S3,0,,0,200.0,obs,1217,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.38,S3,15.671,0,S3,site_s3,S3,S3,S3,304.0,0.0,0.0,649.5,1,1,1,,
1786354117.863,c1,reserve,,0.0,26.34,13.67,1.11,S3,0,,0,36.0,obs,607,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.11,S3,15.702,0,S3,site_s3,S3,S3,S3,151.5,0.0,0.0,42.1,1,1,1,,
1786354117.863,c1,search,,0.0,31.1,20.71,6.2,S3,0,,0,4474.0,obs,917,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,6.2,S3,15.702,0,S3,site_s3,S3,S3,S3,229.5,0.0,0.0,271.6,1,1,1,,
1786354117.863,c1,recommend,,0.0,26.76,14.03,2.12,S3,0,,0,200.0,obs,1223,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.12,S3,15.702,0,S3,site_s3,S3,S3,S3,306.0,0.0,0.0,326.1,1,1,1,,
1786354117.863,c2,reserve,,0.0,26.34,13.67,1.11,S3,0,,0,36.0,obs,607,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.11,S3,15.702,0,S3,site_s3,S3,S3,S3,152.0,0.0,0.0,368.3,1,1,1,,
1786354117.863,c2,search,,0.0,31.1,20.71,6.2,S3,0,,0,4474.0,obs,917,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,6.2,S3,15.702,0,S3,site_s3,S3,S3,S3,229.0,0.0,0.0,597.3,1,1,1,,
1786354117.863,c2,recommend,,0.0,26.76,14.03,2.12,S3,0,,0,200.0,obs,1223,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.12,S3,15.702,0,S3,site_s3,S3,S3,S3,305.5,0.0,0.0,651.7,1,1,1,,
1786354118.863,c1,reserve,,0.0,26.34,13.67,1.38,S3,0,,0,36.0,obs,612,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.38,S3,15.321,0,S3,site_s3,S3,S3,S3,153.0,0.0,0.0,42.5,1,1,1,,
1786354118.863,c1,search,,0.0,31.1,20.71,6.91,S3,0,,0,4474.0,obs,912,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,6.91,S3,15.321,0,S3,site_s3,S3,S3,S3,228.0,0.0,0.0,270.5,1,1,1,,
1786354118.863,c1,recommend,,0.0,26.76,14.03,2.34,S3,0,,0,200.0,obs,1223,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.34,S3,15.321,0,S3,site_s3,S3,S3,S3,305.5,0.0,0.0,324.9,1,1,1,,
1786354118.863,c2,reserve,,0.0,26.34,13.67,1.38,S3,0,,0,36.0,obs,612,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.38,S3,15.321,0,S3,site_s3,S3,S3,S3,153.0,0.0,0.0,367.4,1,1,1,,
1786354118.863,c2,search,,0.0,31.1,20.71,6.91,S3,0,,0,4474.0,obs,912,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,6.91,S3,15.321,0,S3,site_s3,S3,S3,S3,228.0,0.0,0.0,595.4,1,1,1,,
1786354118.863,c2,recommend,,0.0,26.76,14.03,2.34,S3,0,,0,200.0,obs,1223,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.34,S3,15.321,0,S3,site_s3,S3,S3,S3,306.0,0.0,0.0,649.9,1,1,1,,
1786354119.863,c1,reserve,,0.0,26.34,13.67,1.77,S3,0,,0,36.0,obs,611,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.77,S3,15.499,0,S3,site_s3,S3,S3,S3,153.0,0.0,0.0,42.5,1,1,1,,
1786354119.863,c1,search,,0.0,31.1,20.71,7.42,S3,0,,0,4474.0,obs,916,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,7.42,S3,15.499,0,S3,site_s3,S3,S3,S3,229.0,0.0,0.0,271.5,1,1,1,,
1786354119.863,c1,recommend,,0.0,26.76,14.03,2.57,S3,0,,0,200.0,obs,1221,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.57,S3,15.499,0,S3,site_s3,S3,S3,S3,305.0,0.0,0.0,325.8,1,1,1,,
1786354119.863,c2,reserve,,0.0,26.34,13.67,1.77,S3,0,,0,36.0,obs,611,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.77,S3,15.499,0,S3,site_s3,S3,S3,S3,152.5,0.0,0.0,368.2,1,1,1,,
1786354119.863,c2,search,,0.0,31.1,20.71,7.42,S3,0,,0,4474.0,obs,916,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,7.42,S3,15.499,0,S3,site_s3,S3,S3,S3,229.0,0.0,0.0,597.2,1,1,1,,
1786354119.863,c2,recommend,,0.0,26.76,14.03,2.57,S3,0,,0,200.0,obs,1221,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.57,S3,15.499,0,S3,site_s3,S3,S3,S3,305.5,0.0,0.0,651.6,1,1,1,,
1786354120.863,c1,reserve,,0.0,26.34,13.67,1.73,S3,0,,0,36.0,obs,612,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.73,S3,15.624,0,S3,site_s3,S3,S3,S3,153.0,0.0,0.0,42.5,1,1,1,,
1786354120.863,c1,search,,0.0,31.1,20.71,6.79,S3,0,,0,4474.0,obs,916,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,6.79,S3,15.624,0,S3,site_s3,S3,S3,S3,228.5,0.0,0.0,271.0,1,1,1,,
1786354120.863,c1,recommend,,0.0,26.76,14.03,2.37,S3,0,,0,200.0,obs,1224,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.37,S3,15.624,0,S3,site_s3,S3,S3,S3,306.0,0.0,0.0,325.5,1,1,1,,
1786354120.863,c2,reserve,,0.0,26.34,13.67,1.73,S3,0,,0,36.0,obs,612,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.73,S3,15.624,0,S3,site_s3,S3,S3,S3,153.0,0.0,0.0,368.0,1,1,1,,
1786354120.863,c2,search,,0.0,31.1,20.71,6.79,S3,0,,0,4474.0,obs,916,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,6.79,S3,15.624,0,S3,site_s3,S3,S3,S3,229.0,0.0,0.0,597.0,1,1,1,,
1786354120.863,c2,recommend,,0.0,26.76,14.03,2.37,S3,0,,0,200.0,obs,1224,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.37,S3,15.624,0,S3,site_s3,S3,S3,S3,306.0,0.0,0.0,651.5,1,1,1,,
1786354121.861,c1,reserve,,0.0,26.34,13.67,1.76,S3,0,,0,36.0,obs,614,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.76,S3,13.696,0,S3,site_s3,S3,S3,S3,153.5,0.0,0.0,42.7,1,1,1,,
1786354121.861,c1,search,,0.0,31.1,20.71,6.39,S3,0,,0,4474.0,obs,917,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,6.39,S3,13.696,0,S3,site_s3,S3,S3,S3,229.0,0.0,0.0,271.7,1,1,1,,
1786354121.861,c1,recommend,,0.0,26.76,14.03,2.54,S3,0,,0,200.0,obs,1222,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,2.54,S3,13.696,0,S3,site_s3,S3,S3,S3,305.5,0.0,0.0,326.1,1,1,1,,
1786354121.861,c2,reserve,,0.0,26.34,13.67,1.76,S3,0,,0,36.0,obs,614,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,1.76,S3,13.696,0,S3,site_s3,S3,S3,S3,153.5,0.0,0.0,368.7,1,1,1,,
